link,hotel,price,checkin_date,city,text
https://www.booking.com/hotel/es/apartamentos-de-la-huerta.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=495435901_339046985_2_0_0&highlighted_blocks=495435901_339046985_2_0_0&matching_block_id=495435901_339046985_2_0_0&sr_pri_blocks=495435901_339046985_2_0_0__79000&from=searchresults,Apartamentos de la Huerta,790.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/koala-hostel-mercado.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1163063503_388971195_0_0_0&highlighted_blocks=1163063503_388971195_0_0_0&matching_block_id=1163063503_388971195_0_0_0&sr_pri_blocks=1163063503_388971195_0_0_0__36000&from=searchresults,Koala Hostel Mercado,360.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/bypillow-pasep.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1138452602_386560248_2_2_0&highlighted_blocks=1138452602_386560248_2_2_0&matching_block_id=1138452602_386560248_2_2_0&sr_pri_blocks=1138452602_386560248_2_2_0__51237&from=searchresults,BYPILLOW Paseo,512.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/soho-boho-apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=830231407_348100798_2_0_0&highlighted_blocks=830231407_348100798_2_0_0&matching_block_id=830231407_348100798_2_0_0&sr_pri_blocks=830231407_348100798_2_0_0__69100&from=searchresults,Soho Boho Apartments - with sunny rooftop terrace and fiber optic internet,691.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/la-city-mercado.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=195125102_329163368_2_2_0&highlighted_blocks=195125102_329163368_2_2_0&matching_block_id=195125102_329163368_2_2_0&sr_pri_blocks=195125102_329163368_2_2_0__63400&from=searchresults,La City Mercado,634.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/serawa-alicante-alicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=576286301_401934364_2_33_0&highlighted_blocks=576286301_401934364_2_33_0&matching_block_id=576286301_401934364_2_33_0&sr_pri_blocks=576286301_401934364_2_33_0__124300&from=searchresults,Hotel Serawa Alicante,1243.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/mush-rooms.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=676377404_398977504_6_0_0&highlighted_blocks=676377404_398977504_6_0_0&matching_block_id=676377404_398977504_6_0_0&sr_pri_blocks=676377404_398977504_6_0_0__65400&from=searchresults,Mush Rooms Apartments,654.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/el-patio-alacant1.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=843134401_355402998_0_0_0&highlighted_blocks=843134401_355402998_0_0_0&matching_block_id=843134401_355402998_0_0_0&sr_pri_blocks=843134401_355402998_0_0_0__40700&from=searchresults,El Patio Hostal,407.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/apartamento-minimalista-centrico-y-con-check-in-autonomo.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1283860202_402709661_2_0_0_644339&highlighted_blocks=1283860202_402709661_2_0_0_644339&matching_block_id=1283860202_402709661_2_0_0_644339&sr_pri_blocks=1283860202_402709661_2_0_0_644339_73570&from=searchresults,Jome Stays Alicante centro,736.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/rs-boutique-apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1154074001_402904964_2_2_0&highlighted_blocks=1154074001_402904964_2_2_0&matching_block_id=1154074001_402904964_2_2_0&sr_pri_blocks=1154074001_402904964_2_2_0__101360&from=searchresults,RS Boutique Apartments,1014.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/hostal-la-lonja.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=23634117_88204076_2_2_0&highlighted_blocks=23634117_88204076_2_2_0&matching_block_id=23634117_88204076_2_2_0&sr_pri_blocks=23634117_88204076_2_2_0__52296&from=searchresults,La Lonja,523.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/nhalicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=9187002_93709484_0_2_0&highlighted_blocks=9187002_93709484_0_2_0&matching_block_id=9187002_93709484_0_2_0&sr_pri_blocks=9187002_93709484_0_2_0__79101&from=searchresults,NH Alicante,791.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/rambla-alicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1355022_95137731_2_0_0&highlighted_blocks=1355022_95137731_2_0_0&matching_block_id=1355022_95137731_2_0_0&sr_pri_blocks=1355022_95137731_2_0_0__60067&from=searchresults,Rambla Alicante,601.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/umihouse.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=595113022_233509313_0_0_0&highlighted_blocks=595113022_233509313_0_0_0&matching_block_id=595113022_233509313_0_0_0&sr_pri_blocks=595113022_233509313_0_0_0__70800&from=searchresults,Umihouse apartamentos centro Alicante,708.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/cervantes-alicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821402&all_sr_blocks=1350709_365073949_0_1_0&highlighted_blocks=1350709_365073949_0_1_0&matching_block_id=1350709_365073949_0_1_0&sr_pri_blocks=1350709_365073949_0_1_0__73000&from=searchresults,Hotel Cervantes,730.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/albahia.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821439&all_sr_blocks=9071713_88182224_2_42_0&highlighted_blocks=9071713_88182224_2_42_0&matching_block_id=9071713_88182224_2_42_0&sr_pri_blocks=9071713_88182224_2_42_0__35040&from=searchresults,Hotel Albahia Alicante,350.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/estudiotel-alicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821439&all_sr_blocks=1304501_95136853_0_2_0&highlighted_blocks=1304501_95136853_0_2_0&matching_block_id=1304501_95136853_0_2_0&sr_pri_blocks=1304501_95136853_0_2_0__44337&from=searchresults,Estudiotel Alicante,443.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/castillaalicante.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821439&all_sr_blocks=9041020_425188474_0_42_0&highlighted_blocks=9041020_425188474_0_42_0&matching_block_id=9041020_425188474_0_42_0&sr_pri_blocks=9041020_425188474_0_42_0__45808&from=searchresults,Hotel Castilla Alicante,458.0,2026-02-27,Alicante,
https://www.booking.com/hotel/es/portalicanteplayadesanjuan.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AoOluMsGwAIB0gIkNmNhY2FhZjctYjEyNi00ZTViLWJmZTMtNzEwZDczMDJlNDky2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-02-27&checkout=2026-03-06&dest_id=-370210&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id%3D204&srpvid=24364f4c77730267&srepoch=1768821439&all_sr_blocks=9330609_229967018_0_42_0&highlighted_blocks=9330609_229967018_0_42_0&matching_block_id=9330609_229967018_0_42_0&sr_pri_blocks=9330609_229967018_0_42_0__84921&from=searchresults,Port Alicante City & Beach,849.0,2026-02-27,Alicante,
