link,hotel,price
https://www.booking.com/hotel/es/rentbcn-paseo-de-gracia-apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1355132404_407832785_2_0_0&highlighted_blocks=1355132404_407832785_2_0_0&matching_block_id=1355132404_407832785_2_0_0&sr_pri_blocks=1355132404_407832785_2_0_0__135932&from=searchresults,rentBCN Paseo de Gracia Apartments,"€ 1,359"
https://www.booking.com/hotel/es/pension-45.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1240802_190208126_0_0_0&highlighted_blocks=1240802_190208126_0_0_0&matching_block_id=1240802_190208126_0_0_0&sr_pri_blocks=1240802_190208126_0_0_0__84400&from=searchresults,Pensión 45,€ 844
https://www.booking.com/hotel/es/the-social-hub-barcelona-poblenou-extended-stay.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1423900201_414018825_0_2_0_1114202&highlighted_blocks=1423900201_414018825_0_2_0_1114202&matching_block_id=1423900201_414018825_0_2_0_1114202&sr_pri_blocks=1423900201_414018825_0_2_0_1114202_120578&from=searchresults,The Social Hub Barcelona Poblenou Extended Stay,"€ 1,206"
https://www.booking.com/hotel/es/crambarcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=9122620_389642147_2_2_0&highlighted_blocks=9122620_389642147_2_2_0&matching_block_id=9122620_389642147_2_2_0&sr_pri_blocks=9122620_389642147_2_2_0__192078&from=searchresults,Cram Hotel,"€ 1,921"
https://www.booking.com/hotel/es/hostal-opera.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1947005_95144225_0_0_0&highlighted_blocks=1947005_95144225_0_0_0&matching_block_id=1947005_95144225_0_0_0&sr_pri_blocks=1947005_95144225_0_0_0__120573&from=searchresults,Hostal Operaramblas,"€ 1,206"
https://www.booking.com/hotel/es/spa-villa-olimpic-suites.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=4221208_94259354_0_34_0_540293&highlighted_blocks=4221208_94259354_0_34_0_540293&matching_block_id=4221208_94259354_0_34_0_540293&sr_pri_blocks=4221208_94259354_0_34_0_540293_131088&from=searchresults,Hotel & Spa Villa Olimpica Suites,"€ 1,311"
https://www.booking.com/hotel/es/amra-barcelona-gran-via.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=113788905_237907240_3_0_0&highlighted_blocks=113788905_237907240_3_0_0&matching_block_id=113788905_237907240_3_0_0&sr_pri_blocks=113788905_237907240_3_0_0__157814&from=searchresults,Amra Barcelona Gran Via,"€ 1,578"
https://www.booking.com/hotel/es/hostal-radio.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=31133301_296996182_2_0_0&highlighted_blocks=31133301_296996182_2_0_0&matching_block_id=31133301_296996182_2_0_0&sr_pri_blocks=31133301_296996182_2_0_0__96095&from=searchresults,Hostal Radio Barcelona,€ 961
https://www.booking.com/hotel/es/san-antoni-market.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=46482902_368016027_0_0_0&highlighted_blocks=46482902_368016027_0_0_0&matching_block_id=46482902_368016027_0_0_0&sr_pri_blocks=46482902_368016027_0_0_0__157338&from=searchresults,Sant Antoni Market,"€ 1,573"
https://www.booking.com/hotel/es/the-praktik.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=9450115_351632806_0_0_0&highlighted_blocks=9450115_351632806_0_0_0&matching_block_id=9450115_351632806_0_0_0&sr_pri_blocks=9450115_351632806_0_0_0__157200&from=searchresults,Praktik Garden,"€ 1,572"
https://www.booking.com/hotel/es/hotel-arconte.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=27664004_426467595_0_2_0&highlighted_blocks=27664004_426467595_0_2_0&matching_block_id=27664004_426467595_0_2_0&sr_pri_blocks=27664004_426467595_0_2_0__195078&from=searchresults,"Hotel Arconte, Adults Only","€ 1,951"
https://www.booking.com/hotel/es/leonardo-boutique-hotel-barcelona-sagrada-familia.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=27707101_91470765_0_2_0&highlighted_blocks=27707101_91470765_0_2_0&matching_block_id=27707101_91470765_0_2_0&sr_pri_blocks=27707101_91470765_0_2_0__136670&from_sustainable_property_sr=1&from=searchresults,Leonardo Boutique Hotel Barcelona Sagrada Familia,"€ 1,367"
